"x","y","elevation","forest","chaparral","habitat","seeds"
242736.7,3770124.4,1629,0.23,0.08,"Pine","Med"
243036.7,3770124.4,1674,0.13,0.04,"Pine","Med"
243336.7,3770124.4,1245,0.18,0,"Oak","Med"
243636.7,3770124.4,1176,0.35,0.08,"Oak","Low"
243936.7,3770124.4,1379,0.31,0.35,"Oak","Low"
244236.7,3770124.4,1267,0.35,0.43,"Oak","Med"
244536.7,3770124.4,1036,0.39,0.27,"Oak","Med"
244836.7,3770124.4,1445,0.13,0.22,"Oak","Med"
245136.7,3770124.4,1462,0.14,0.11,"Oak","Low"
245436.7,3770124.4,1207,0.17,0.04,"Pine","Low"
245736.7,3770124.4,1118,0.07,0.06,"Oak","Med"
246036.7,3770124.4,711,0.08,0.14,"Oak","Med"
246336.7,3770124.4,724,0.17,0.25,"Oak","Med"
246636.7,3770124.4,500,0.24,0.21,"Pine","Low"
246936.7,3770124.4,801,0.11,0.27,"Oak","Med"
247236.7,3770124.4,563,0.01,0.39,"Oak","Med"
247536.7,3770124.4,516,0.1,0.38,"Oak","Med"
247836.7,3770124.4,242,0.07,0.29,"Bare","Med"
248136.7,3770124.4,272,0.04,0.36,"Bare","Med"
248436.7,3770124.4,300,0.18,0.5,"Pine","Med"
248736.7,3770124.4,234,0.29,0.56,"Pine","Med"
249036.7,3770124.4,55,0.2,0.44,"Oak","Low"
249336.7,3770124.4,189,0.42,0.14,"Oak","Med"
249636.7,3770124.4,206,0.51,0.08,"Oak","Med"
260436.7,3770124.4,369,0.02,0.01,"Pine","High"
260736.7,3770124.4,446,0.02,0.03,"Bare","Med"
261036.7,3770124.4,469,0,0,"Oak","Med"
261336.7,3770124.4,438,0,0,"Bare","Low"
261636.7,3770124.4,321,0,0,"Bare","Low"
261936.7,3770124.4,354,0,0.05,"Bare","Low"
262236.7,3770124.4,312,0,0.06,"Pine","Med"
262536.7,3770124.4,282,0,0.07,"Pine","High"
262836.7,3770124.4,63,0.03,0.07,"Pine","Low"
263136.7,3770124.4,182,0.04,0.01,"Oak","Low"
263436.7,3770124.4,358,0,0,"Oak","Low"
263736.7,3770124.4,442,0.01,0,"Oak","High"
264036.7,3770124.4,298,0.01,0.01,"Oak","Low"
264336.7,3770124.4,228,0,0.01,"Pine","Med"
264636.7,3770124.4,109,0,0,"Pine","Low"
234036.7,3769824.4,53,0,0,"Oak","Med"
234336.7,3769824.4,327,0,0.05,"Oak","Med"
234636.7,3769824.4,417,0,0.01,"Oak","High"
234936.7,3769824.4,576,0,0.02,"Oak","Med"
235236.7,3769824.4,511,0,0.07,"Oak","Low"
235536.7,3769824.4,573,0,0,"Pine","Low"
235836.7,3769824.4,549,0,0,"Pine","Med"
236136.7,3769824.4,849,0,0.03,"Oak","High"
236436.7,3769824.4,678,0,0.1,"Bare","High"
236736.7,3769824.4,1047,0,0.11,"Bare","Med"
237036.7,3769824.4,1189,0,0.05,"Oak","Med"
237336.7,3769824.4,1368,0,0,"Oak","Med"
237636.7,3769824.4,1417,0,0.04,"Oak","Med"
237936.7,3769824.4,1939,0,0.31,"Oak","Med"
238236.7,3769824.4,1886,0,0.44,"Oak","Low"
238536.7,3769824.4,1550,0,0.43,"Oak","Med"
238836.7,3769824.4,1478,0.04,0.25,"Pine","Med"
239136.7,3769824.4,1108,0.08,0.34,"Bare","Low"
239436.7,3769824.4,984,0.08,0.43,"Oak","Med"
239736.7,3769824.4,1278,0.07,0.44,"Pine","Med"
240036.7,3769824.4,997,0.24,0.5,"Pine","Low"
240336.7,3769824.4,1330,0.19,0.57,"Bare","Med"
240636.7,3769824.4,1526,0.12,0.55,"Bare","Med"
240936.7,3769824.4,1439,0.22,0.5,"Oak","High"
241236.7,3769824.4,1097,0.37,0.45,"Oak","Low"
241536.7,3769824.4,1368,0.26,0.23,"Pine","Med"
241836.7,3769824.4,1457,0.28,0.04,"Oak","Med"
242136.7,3769824.4,1446,0.2,0,"Oak","High"
242436.7,3769824.4,1548,0.15,0,"Pine","Low"
242736.7,3769824.4,1525,0.16,0,"Oak","Med"
243036.7,3769824.4,1649,0.1,0,"Pine","Med"
243336.7,3769824.4,1566,0.19,0,"Pine","Med"
243636.7,3769824.4,1452,0.41,0.01,"Bare","Med"
243936.7,3769824.4,1347,0.42,0.12,"Oak","Low"
244236.7,3769824.4,1419,0.38,0.27,"Oak","Med"
244536.7,3769824.4,1431,0.26,0.25,"Oak","Low"
244836.7,3769824.4,1661,0.09,0.06,"Oak","Med"
245136.7,3769824.4,1637,0.14,0,"Oak","Med"
245436.7,3769824.4,1364,0.23,0.02,"Bare","Med"
245736.7,3769824.4,973,0.12,0.1,"Oak","Med"
246036.7,3769824.4,872,0.16,0.25,"Oak","Low"
246336.7,3769824.4,742,0.09,0.22,"Oak","Med"
246636.7,3769824.4,1041,0.04,0.16,"Oak","Med"
246936.7,3769824.4,869,0.05,0.18,"Pine","Med"
247236.7,3769824.4,691,0.1,0.29,"Oak","High"
247536.7,3769824.4,306,0.18,0.28,"Pine","Low"
247836.7,3769824.4,557,0.12,0.32,"Oak","High"
248136.7,3769824.4,491,0.02,0.47,"Oak","High"
248436.7,3769824.4,502,0.18,0.47,"Pine","Med"
248736.7,3769824.4,429,0.4,0.37,"Oak","Low"
249036.7,3769824.4,277,0.46,0.25,"Bare","Med"
249336.7,3769824.4,331,0.63,0.12,"Oak","Med"
249636.7,3769824.4,398,0.87,0.05,"Oak","Med"
249936.7,3769824.4,114,0.47,0.09,"Oak","High"
259836.7,3769824.4,85,0,0.01,"Pine","High"
260136.7,3769824.4,783,0,0.07,"Pine","Med"
260436.7,3769824.4,698,0,0.12,"Bare","Med"
260736.7,3769824.4,607,0,0.09,"Pine","Med"
261036.7,3769824.4,615,0,0.12,"Pine","Med"
261336.7,3769824.4,591,0.02,0.18,"Oak","Med"
261636.7,3769824.4,539,0,0.21,"Oak","High"
261936.7,3769824.4,520,0,0.21,"Oak","Med"
262236.7,3769824.4,380,0,0.08,"Oak","Low"
262536.7,3769824.4,70,0,0.06,"Pine","Med"
262836.7,3769824.4,234,0,0.08,"Oak","Med"
263136.7,3769824.4,337,0,0,"Oak","Low"
263436.7,3769824.4,440,0,0,"Bare","Low"
263736.7,3769824.4,518,0.01,0,"Oak","Med"
264036.7,3769824.4,466,0.01,0,"Bare","High"
264336.7,3769824.4,345,0,0,"Oak","Med"
264636.7,3769824.4,194,0,0,"Pine","Med"
264936.7,3769824.4,234,0,0,"Bare","Med"
265236.7,3769824.4,166,0,0,"Oak","Med"
265536.7,3769824.4,114,0,0,"Oak","Low"
265836.7,3769824.4,28,0,0,"Oak","High"
234636.7,3769524.4,232,0,0,"Oak","Med"
234936.7,3769524.4,344,0,0.1,"Oak","Med"
235236.7,3769524.4,359,0,0.11,"Oak","High"
235536.7,3769524.4,560,0,0.01,"Pine","High"
235836.7,3769524.4,681,0,0,"Oak","Med"
236136.7,3769524.4,532,0,0,"Oak","Med"
236436.7,3769524.4,830,0,0.01,"Oak","Low"
236736.7,3769524.4,898,0,0,"Pine","Med"
237036.7,3769524.4,897,0,0,"Oak","Med"
237336.7,3769524.4,1154,0,0,"Oak","Med"
237636.7,3769524.4,1195,0,0.02,"Oak","High"
237936.7,3769524.4,1356,0,0.02,"Pine","Low"
238236.7,3769524.4,1765,0,0.23,"Pine","Med"
238536.7,3769524.4,1782,0,0.38,"Oak","Low"
238836.7,3769524.4,1525,0.02,0.52,"Oak","Med"
239136.7,3769524.4,1366,0.05,0.69,"Bare","Low"
239436.7,3769524.4,1267,0.02,0.69,"Oak","Low"
239736.7,3769524.4,1491,0.01,0.65,"Bare","Med"
240036.7,3769524.4,1269,0.21,0.56,"Oak","Med"
240336.7,3769524.4,1561,0.26,0.38,"Oak","Med"
240636.7,3769524.4,1524,0.05,0.43,"Oak","Med"
240936.7,3769524.4,1592,0.21,0.38,"Pine","Med"
241236.7,3769524.4,1471,0.37,0.48,"Oak","Med"
241536.7,3769524.4,1341,0.26,0.35,"Bare","Med"
241836.7,3769524.4,1606,0.28,0,"Oak","Low"
242136.7,3769524.4,1669,0.28,0,"Oak","Low"
242436.7,3769524.4,1638,0.12,0,"Pine","Med"
242736.7,3769524.4,1746,0.19,0.01,"Pine","Med"
243036.7,3769524.4,1701,0.18,0.01,"Oak","Med"
243336.7,3769524.4,1671,0.27,0,"Pine","Med"
243636.7,3769524.4,1726,0.45,0,"Pine","Med"
243936.7,3769524.4,1756,0.32,0.04,"Oak","Med"
244236.7,3769524.4,1674,0.24,0.11,"Oak","Med"
244536.7,3769524.4,1870,0.08,0.11,"Pine","Med"
244836.7,3769524.4,1817,0.12,0.02,"Oak","Low"
245136.7,3769524.4,1450,0.31,0,"Pine","Med"
245436.7,3769524.4,1386,0.3,0.07,"Oak","High"
245736.7,3769524.4,1256,0.18,0.16,"Pine","High"
246036.7,3769524.4,1249,0.11,0.22,"Oak","Med"
246336.7,3769524.4,1197,0.08,0.2,"Pine","High"
246636.7,3769524.4,840,0.12,0.13,"Oak","Med"
246936.7,3769524.4,538,0.13,0.26,"Oak","Low"
247236.7,3769524.4,509,0.15,0.4,"Oak","Low"
247536.7,3769524.4,766,0.17,0.28,"Bare","Low"
247836.7,3769524.4,686,0.1,0.32,"Oak","Med"
248136.7,3769524.4,623,0.15,0.46,"Oak","Med"
248436.7,3769524.4,429,0.22,0.51,"Oak","Low"
248736.7,3769524.4,552,0.28,0.61,"Pine","Med"
249036.7,3769524.4,468,0.43,0.43,"Oak","High"
249336.7,3769524.4,467,0.7,0.09,"Pine","Med"
249636.7,3769524.4,514,0.96,0,"Pine","High"
249936.7,3769524.4,233,0.81,0.12,"Oak","Med"
250236.7,3769524.4,73,0.32,0.24,"Oak","Low"
259536.7,3769524.4,297,0,0.31,"Oak","Low"
259836.7,3769524.4,700,0,0.22,"Pine","Low"
260136.7,3769524.4,891,0,0.09,"Oak","Med"
260436.7,3769524.4,876,0,0.11,"Oak","Med"
260736.7,3769524.4,811,0.03,0.15,"Oak","Low"
261036.7,3769524.4,496,0.1,0.15,"Oak","Med"
261336.7,3769524.4,495,0.06,0.29,"Oak","Med"
261636.7,3769524.4,345,0,0.44,"Bare","Med"
261936.7,3769524.4,242,0.01,0.39,"Oak","Med"
262236.7,3769524.4,258,0.02,0.23,"Pine","High"
262536.7,3769524.4,286,0.03,0.13,"Bare","Med"
262836.7,3769524.4,451,0.01,0.06,"Oak","Med"
263136.7,3769524.4,293,0,0.04,"Pine","Med"
263436.7,3769524.4,481,0,0.01,"Oak","Med"
263736.7,3769524.4,524,0,0,"Oak","Low"
264036.7,3769524.4,547,0,0,"Pine","Med"
264336.7,3769524.4,482,0,0,"Pine","Med"
264636.7,3769524.4,272,0,0,"Oak","Med"
264936.7,3769524.4,201,0,0,"Oak","Med"
265236.7,3769524.4,311,0,0,"Oak","Med"
265536.7,3769524.4,274,0,0,"Bare","Low"
265836.7,3769524.4,256,0,0,"Pine","High"
266136.7,3769524.4,191,0,0,"Oak","Med"
266436.7,3769524.4,116,0,0,"Bare","Med"
234636.7,3769224.4,70,0,0.02,"Bare","Med"
234936.7,3769224.4,215,0,0.1,"Pine","Low"
235236.7,3769224.4,332,0,0.12,"Oak","High"
235536.7,3769224.4,371,0,0,"Oak","Low"
235836.7,3769224.4,391,0,0,"Oak","Low"
236136.7,3769224.4,639,0,0,"Oak","Med"
236436.7,3769224.4,753,0,0,"Oak","Med"
236736.7,3769224.4,603,0,0,"Oak","Med"
237036.7,3769224.4,762,0,0,"Pine","Low"
237336.7,3769224.4,772,0,0,"Oak","High"
237636.7,3769224.4,959,0,0.07,"Oak","Med"
237936.7,3769224.4,949,0,0.1,"Oak","Med"
238236.7,3769224.4,1301,0,0.08,"Oak","Low"
238536.7,3769224.4,1364,0,0.15,"Pine","Med"
238836.7,3769224.4,1688,0,0.34,"Pine","Med"
239136.7,3769224.4,1502,0,0.49,"Pine","Low"
239436.7,3769224.4,1663,0,0.41,"Oak","Med"
239736.7,3769224.4,1762,0.01,0.38,"Oak","Low"
240036.7,3769224.4,1462,0.12,0.28,"Oak","Low"
240336.7,3769224.4,1722,0.21,0.12,"Oak","Med"
240636.7,3769224.4,1615,0.12,0.17,"Bare","Med"
240936.7,3769224.4,1669,0.13,0.2,"Oak","Med"
241236.7,3769224.4,1623,0.2,0.24,"Oak","Med"
241536.7,3769224.4,1717,0.27,0.21,"Pine","Low"
241836.7,3769224.4,1861,0.33,0.05,"Pine","Low"
242136.7,3769224.4,1711,0.38,0,"Pine","Med"
242436.7,3769224.4,1854,0.26,0,"Oak","Low"
242736.7,3769224.4,1946,0.34,0.1,"Pine","High"
243036.7,3769224.4,1902,0.38,0.1,"Bare","Med"
243336.7,3769224.4,1958,0.26,0.01,"Pine","Low"
243636.7,3769224.4,1986,0.25,0,"Oak","Low"
243936.7,3769224.4,1942,0.16,0.01,"Oak","Med"
244236.7,3769224.4,2039,0.07,0.01,"Pine","Med"
244536.7,3769224.4,2008,0.02,0.07,"Oak","Low"
244836.7,3769224.4,1761,0.03,0.2,"Oak","Med"
245136.7,3769224.4,1887,0.11,0.07,"Bare","Med"
245436.7,3769224.4,1690,0.05,0.05,"Pine","Low"
245736.7,3769224.4,1698,0.03,0.17,"Oak","Med"
246036.7,3769224.4,1331,0.07,0.23,"Bare","Low"
246336.7,3769224.4,1012,0.21,0.2,"Oak","Med"
246636.7,3769224.4,766,0.32,0.19,"Oak","Low"
246936.7,3769224.4,953,0.14,0.25,"Pine","Med"
247236.7,3769224.4,819,0.06,0.26,"Oak","Med"
247536.7,3769224.4,980,0.12,0.22,"Oak","Med"
247836.7,3769224.4,1032,0.1,0.2,"Bare","Low"
248136.7,3769224.4,791,0.17,0.32,"Oak","Med"
248436.7,3769224.4,570,0.22,0.35,"Oak","Low"
248736.7,3769224.4,629,0.04,0.52,"Oak","Med"
249036.7,3769224.4,617,0.23,0.35,"Oak","Low"
249336.7,3769224.4,608,0.62,0.07,"Bare","Med"
249636.7,3769224.4,582,0.91,0,"Oak","Med"
249936.7,3769224.4,454,1,0,"Oak","Med"
250236.7,3769224.4,175,0.66,0.12,"Oak","Low"
259236.7,3769224.4,173,0,0.3,"Pine","Med"
259536.7,3769224.4,500,0,0.59,"Oak","Med"
259836.7,3769224.4,508,0,0.35,"Pine","Low"
260136.7,3769224.4,861,0,0.07,"Pine","Med"
260436.7,3769224.4,987,0,0.08,"Oak","Low"
260736.7,3769224.4,744,0.04,0.16,"Pine","Med"
261036.7,3769224.4,817,0.09,0.13,"Oak","Med"
261336.7,3769224.4,703,0.04,0.24,"Bare","Med"
261636.7,3769224.4,611,0.09,0.33,"Oak","Med"
261936.7,3769224.4,506,0.1,0.45,"Oak","Med"
262236.7,3769224.4,527,0.1,0.28,"Oak","Med"
262536.7,3769224.4,556,0.09,0.18,"Oak","Low"
262836.7,3769224.4,597,0.05,0.11,"Pine","Low"
263136.7,3769224.4,610,0,0.04,"Pine","Low"
263436.7,3769224.4,632,0,0.03,"Oak","Med"
263736.7,3769224.4,619,0,0,"Pine","Med"
264036.7,3769224.4,517,0,0,"Oak","Med"
264336.7,3769224.4,547,0,0,"Oak","Low"
264636.7,3769224.4,519,0,0,"Pine","Med"
264936.7,3769224.4,428,0,0,"Pine","Med"
265236.7,3769224.4,374,0,0,"Oak","Med"
265536.7,3769224.4,358,0,0,"Oak","Low"
265836.7,3769224.4,264,0,0,"Pine","Med"
266136.7,3769224.4,203,0,0,"Oak","Med"
266436.7,3769224.4,199,0,0,"Pine","Med"
266736.7,3769224.4,149,0,0,"Oak","Low"
234636.7,3768924.4,63,0,0.02,"Pine","Low"
234936.7,3768924.4,138,0,0.04,"Oak","High"
235236.7,3768924.4,204,0,0.02,"Oak","Med"
235536.7,3768924.4,262,0,0.02,"Oak","High"
235836.7,3768924.4,344,0,0.02,"Pine","High"
236136.7,3768924.4,466,0,0.02,"Pine","Med"
236436.7,3768924.4,555,0,0.01,"Pine","Med"
236736.7,3768924.4,635,0,0,"Oak","Med"
237036.7,3768924.4,695,0,0,"Oak","Low"
237336.7,3768924.4,718,0,0,"Oak","Med"
237636.7,3768924.4,825,0,0.06,"Oak","Med"
237936.7,3768924.4,850,0,0.19,"Oak","Med"
238236.7,3768924.4,833,0,0.15,"Oak","High"
238536.7,3768924.4,1005,0,0.07,"Pine","Low"
238836.7,3768924.4,1214,0,0.04,"Pine","Low"
239136.7,3768924.4,1273,0,0.08,"Oak","Med"
239436.7,3768924.4,1266,0,0.06,"Oak","Low"
239736.7,3768924.4,1233,0,0.04,"Pine","Low"
240036.7,3768924.4,1138,0,0.2,"Oak","Med"
240336.7,3768924.4,1157,0,0.24,"Pine","Med"
240636.7,3768924.4,1449,0.07,0.15,"Oak","Med"
240936.7,3768924.4,1647,0.02,0.02,"Pine","Med"
241236.7,3768924.4,1549,0.04,0.03,"Pine","Med"
241536.7,3768924.4,1577,0.02,0.08,"Bare","Med"
241836.7,3768924.4,1713,0.06,0.07,"Oak","Med"
242136.7,3768924.4,1956,0.18,0,"Oak","Med"
242436.7,3768924.4,2104,0.18,0.02,"Oak","Low"
242736.7,3768924.4,2289,0.15,0.08,"Pine","Low"
243036.7,3768924.4,2247,0.2,0.08,"Oak","High"
243336.7,3768924.4,1865,0.07,0,"Oak","Med"
243636.7,3768924.4,1671,0.03,0,"Oak","Low"
243936.7,3768924.4,1824,0.01,0,"Pine","Med"
244236.7,3768924.4,1715,0,0,"Oak","Med"
244536.7,3768924.4,1740,0.01,0.09,"Pine","Low"
244836.7,3768924.4,1611,0.01,0.33,"Oak","Med"
245136.7,3768924.4,1632,0.02,0.23,"Oak","Low"
245436.7,3768924.4,1967,0.01,0.06,"Oak","Low"
245736.7,3768924.4,1532,0,0.11,"Oak","Low"
246036.7,3768924.4,1438,0.05,0.21,"Pine","High"
246336.7,3768924.4,1248,0.23,0.28,"Oak","Low"
246636.7,3768924.4,1151,0.37,0.15,"Oak","Med"
246936.7,3768924.4,1261,0.19,0.1,"Oak","Med"
247236.7,3768924.4,1072,0.1,0.21,"Pine","Med"
247536.7,3768924.4,1089,0.04,0.25,"Oak","Med"
247836.7,3768924.4,1099,0.1,0.2,"Oak","Med"
248136.7,3768924.4,697,0.2,0.17,"Oak","Med"
248436.7,3768924.4,938,0.17,0.21,"Bare","Med"
248736.7,3768924.4,791,0.06,0.18,"Oak","Med"
249036.7,3768924.4,587,0.09,0.17,"Pine","Med"
249336.7,3768924.4,612,0.35,0.03,"Oak","Med"
249636.7,3768924.4,726,0.73,0.01,"Pine","High"
249936.7,3768924.4,455,0.85,0.11,"Bare","Med"
250236.7,3768924.4,367,0.75,0.1,"Oak","Low"
250536.7,3768924.4,77,0.39,0.06,"Oak","Med"
250836.7,3768924.4,4,0.08,0.02,"Pine","Low"
259536.7,3768924.4,322,0,0.39,"Pine","Low"
259836.7,3768924.4,557,0,0.26,"Pine","Low"
260136.7,3768924.4,929,0,0.09,"Oak","Med"
260436.7,3768924.4,1077,0,0.08,"Oak","Low"
260736.7,3768924.4,1043,0.01,0.24,"Oak","Med"
261036.7,3768924.4,911,0.05,0.25,"Oak","Low"
261336.7,3768924.4,794,0.1,0.25,"Oak","Low"
261636.7,3768924.4,902,0.28,0.16,"Oak","Low"
261936.7,3768924.4,943,0.25,0.22,"Pine","Low"
262236.7,3768924.4,1034,0.18,0.14,"Pine","Med"
262536.7,3768924.4,864,0.15,0.12,"Pine","Med"
262836.7,3768924.4,784,0.02,0.16,"Oak","Med"
263136.7,3768924.4,793,0.02,0.07,"Pine","High"
263436.7,3768924.4,721,0,0.14,"Oak","High"
263736.7,3768924.4,724,0,0.12,"Oak","Med"
264036.7,3768924.4,716,0,0,"Oak","Med"
264336.7,3768924.4,653,0,0,"Oak","Med"
264636.7,3768924.4,577,0,0,"Pine","Low"
264936.7,3768924.4,552,0,0,"Oak","Med"
265236.7,3768924.4,422,0,0,"Oak","Low"
265536.7,3768924.4,272,0,0,"Oak","Med"
265836.7,3768924.4,277,0,0,"Pine","Med"
266136.7,3768924.4,214,0,0,"Pine","Low"
266436.7,3768924.4,222,0,0,"Oak","Med"
266736.7,3768924.4,204,0,0,"Oak","Med"
267036.7,3768924.4,53,0,0.01,"Oak","Med"
234636.7,3768624.4,47,0,0.07,"Pine","Med"
234936.7,3768624.4,92,0,0.16,"Oak","Med"
235236.7,3768624.4,179,0,0.14,"Bare","Med"
235536.7,3768624.4,282,0,0.1,"Pine","Med"
235836.7,3768624.4,260,0,0.1,"Oak","Med"
236136.7,3768624.4,299,0,0.11,"Pine","Low"
236436.7,3768624.4,377,0,0.16,"Oak","Low"
236736.7,3768624.4,410,0,0.16,"Bare","Med"
237036.7,3768624.4,500,0,0.06,"Oak","Low"
237336.7,3768624.4,539,0,0.02,"Pine","Low"
237636.7,3768624.4,573,0,0.03,"Pine","Low"
237936.7,3768624.4,806,0,0.08,"Oak","Low"
238236.7,3768624.4,722,0,0.04,"Oak","Med"
238536.7,3768624.4,835,0,0.12,"Pine","Med"
238836.7,3768624.4,753,0,0.3,"Pine","Med"
239136.7,3768624.4,895,0,0.19,"Oak","Low"
239436.7,3768624.4,800,0,0.2,"Oak","Low"
239736.7,3768624.4,765,0,0.32,"Oak","High"
240036.7,3768624.4,1029,0,0.41,"Oak","High"
240336.7,3768624.4,1268,0,0.31,"Pine","Med"
240636.7,3768624.4,1389,0,0.16,"Bare","Med"
240936.7,3768624.4,1653,0,0.06,"Oak","Med"
241236.7,3768624.4,1378,0.07,0.14,"Oak","High"
241536.7,3768624.4,1391,0.1,0.17,"Pine","Med"
241836.7,3768624.4,1557,0.01,0.04,"Oak","Med"
242136.7,3768624.4,1949,0.01,0.01,"Oak","Med"
242436.7,3768624.4,1897,0,0.06,"Oak","Med"
242736.7,3768624.4,1764,0,0.04,"Oak","Low"
243036.7,3768624.4,2102,0,0,"Oak","Low"
243336.7,3768624.4,1711,0.02,0.01,"Oak","Med"
243636.7,3768624.4,1394,0.02,0.05,"Oak","Med"
243936.7,3768624.4,1444,0,0.05,"Oak","Low"
244236.7,3768624.4,1407,0,0.04,"Oak","Med"
244536.7,3768624.4,1392,0,0.12,"Oak","Med"
244836.7,3768624.4,1455,0,0.36,"Bare","Low"
245136.7,3768624.4,1361,0.02,0.31,"Oak","Low"
245436.7,3768624.4,1797,0.02,0.15,"Oak","Low"
245736.7,3768624.4,1790,0,0.19,"Oak","Med"
246036.7,3768624.4,1453,0,0.26,"Oak","Low"
246336.7,3768624.4,1432,0.07,0.27,"Bare","High"
246636.7,3768624.4,1536,0.15,0.15,"Oak","Med"
246936.7,3768624.4,1323,0.1,0.06,"Oak","Low"
247236.7,3768624.4,1426,0.05,0.09,"Pine","Med"
247536.7,3768624.4,1499,0.01,0.19,"Pine","Low"
247836.7,3768624.4,1147,0.14,0.23,"Oak","Med"
248136.7,3768624.4,1022,0.19,0.2,"Pine","Low"
248436.7,3768624.4,1136,0.1,0.12,"Oak","Low"
248736.7,3768624.4,875,0.09,0.26,"Bare","Med"
249036.7,3768624.4,638,0.1,0.2,"Oak","Low"
249336.7,3768624.4,763,0.18,0.08,"Oak","Med"
249636.7,3768624.4,629,0.53,0.03,"Oak","Med"
249936.7,3768624.4,443,0.63,0.1,"Bare","Med"
250236.7,3768624.4,374,0.66,0.15,"Pine","Low"
250536.7,3768624.4,307,0.56,0.04,"Pine","Med"
250836.7,3768624.4,158,0.37,0.07,"Oak","Med"
251136.7,3768624.4,9,0.36,0.05,"Pine","Med"
259836.7,3768624.4,528,0,0.13,"Oak","Low"
260136.7,3768624.4,919,0,0.11,"Pine","Low"
260436.7,3768624.4,1181,0,0.06,"Oak","Med"
260736.7,3768624.4,1172,0.03,0.24,"Pine","Med"
261036.7,3768624.4,1032,0.11,0.31,"Pine","Low"
261336.7,3768624.4,1186,0.17,0.17,"Oak","Low"
261636.7,3768624.4,1360,0.15,0.07,"Oak","Med"
261936.7,3768624.4,1293,0.09,0.04,"Oak","Med"
262236.7,3768624.4,1187,0.06,0.06,"Oak","Low"
262536.7,3768624.4,999,0.07,0.17,"Pine","Low"
262836.7,3768624.4,890,0.04,0.29,"Oak","Med"
263136.7,3768624.4,731,0.07,0.2,"Oak","Low"
263436.7,3768624.4,804,0.11,0.11,"Oak","Low"
263736.7,3768624.4,572,0.01,0.07,"Oak","Med"
264036.7,3768624.4,611,0,0.07,"Pine","Med"
264336.7,3768624.4,703,0,0.08,"Oak","Low"
264636.7,3768624.4,499,0,0.09,"Oak","Low"
264936.7,3768624.4,402,0,0,"Oak","Low"
265236.7,3768624.4,438,0,0,"Pine","Low"
265536.7,3768624.4,379,0,0,"Pine","Med"
265836.7,3768624.4,312,0,0,"Pine","Med"
266136.7,3768624.4,200,0,0,"Oak","Low"
266436.7,3768624.4,224,0,0,"Pine","Low"
266736.7,3768624.4,157,0,0,"Pine","Med"
267036.7,3768624.4,121,0,0.02,"Pine","Med"
234336.7,3768324.4,17,0,0.02,"Oak","Med"
234636.7,3768324.4,79,0,0.24,"Pine","Med"
234936.7,3768324.4,56,0,0.4,"Pine","Med"
235236.7,3768324.4,117,0,0.34,"Pine","High"
235536.7,3768324.4,203,0.01,0.24,"Pine","Med"
235836.7,3768324.4,286,0.01,0.17,"Oak","Med"
236136.7,3768324.4,284,0,0.14,"Pine","Med"
236436.7,3768324.4,311,0,0.2,"Oak","Med"
236736.7,3768324.4,387,0,0.21,"Oak","High"
237036.7,3768324.4,378,0,0.13,"Oak","High"
237336.7,3768324.4,395,0,0.06,"Oak","Med"
237636.7,3768324.4,427,0,0.05,"Oak","Med"
237936.7,3768324.4,496,0,0.09,"Oak","Med"
238236.7,3768324.4,489,0,0.18,"Oak","Med"
238536.7,3768324.4,496,0,0.3,"Oak","High"
238836.7,3768324.4,846,0,0.28,"Bare","Med"
239136.7,3768324.4,837,0,0.14,"Oak","Med"
239436.7,3768324.4,628,0,0.18,"Oak","Low"
239736.7,3768324.4,1012,0,0.29,"Oak","Med"
240036.7,3768324.4,1159,0,0.24,"Oak","Med"
240336.7,3768324.4,1092,0,0.13,"Pine","High"
240636.7,3768324.4,1158,0,0.09,"Oak","High"
240936.7,3768324.4,1411,0,0.05,"Pine","Low"
241236.7,3768324.4,1398,0.01,0.23,"Bare","Low"
241536.7,3768324.4,1344,0.11,0.14,"Oak","Med"
241836.7,3768324.4,1313,0.06,0,"Oak","Med"
242136.7,3768324.4,1577,0,0,"Pine","Low"
242436.7,3768324.4,1690,0,0.07,"Oak","Med"
242736.7,3768324.4,1349,0,0.09,"Oak","Med"
243036.7,3768324.4,1555,0,0.07,"Oak","Med"
243336.7,3768324.4,1675,0.02,0.04,"Oak","Med"
243636.7,3768324.4,1420,0.01,0.09,"Oak","High"
243936.7,3768324.4,1173,0,0.11,"Pine","Med"
244236.7,3768324.4,1328,0,0.09,"Oak","Low"
244536.7,3768324.4,1476,0,0.32,"Pine","Med"
244836.7,3768324.4,1138,0,0.58,"Oak","Low"
245136.7,3768324.4,1238,0,0.38,"Oak","Med"
245436.7,3768324.4,1407,0,0.26,"Oak","High"
245736.7,3768324.4,1800,0,0.22,"Pine","Med"
246036.7,3768324.4,1800,0,0.22,"Pine","Med"
246336.7,3768324.4,1880,0,0.2,"Oak","Med"
246636.7,3768324.4,1672,0,0.23,"Oak","Med"
246936.7,3768324.4,1502,0,0.1,"Oak","Med"
247236.7,3768324.4,1590,0,0.03,"Pine","High"
247536.7,3768324.4,1352,0.02,0.17,"Oak","Med"
247836.7,3768324.4,1140,0.05,0.26,"Oak","Med"
248136.7,3768324.4,1264,0.05,0.25,"Pine","Med"
248436.7,3768324.4,883,0.07,0.25,"Bare","High"
248736.7,3768324.4,1092,0.12,0.43,"Oak","Med"
249036.7,3768324.4,805,0.11,0.29,"Oak","Med"
249336.7,3768324.4,791,0.15,0.16,"Pine","High"
