"x","y","elevation","forest","water"
562500,111500,2123,0,"Yes"
562500,112500,2494,0,"Yes"
562500,113500,2677,0,"No"
562500,114500,2317,0,"No"
562500,115500,1742,19,"Yes"
562500,116500,1605,34,"Yes"
562500,117500,1844,21,"No"
562500,118500,1575,74,"No"
562500,119500,1254,64,"No"
562500,120500,826,57,"No"
562500,121500,525,20,"No"
562500,122500,411,0,"No"
562500,123500,400,2,"No"
562500,124500,397,0,"No"
562500,125500,390,1,"Yes"
562500,126500,390,24,"Yes"
562500,127500,390,21,"Yes"
562500,128500,390,0,"Yes"
562500,129500,390,0,"No"
562500,130500,391,0,"Yes"
562500,131500,409,10,"No"
562500,132500,751,89,"No"
562500,133500,823,75,"No"
562500,134500,1079,91,"No"
562500,135500,1380,64,"No"
562500,136500,1235,97,"No"
562500,137500,1107,96,"No"
562500,138500,915,96,"No"
562500,139500,689,85,"No"
562500,140500,1163,71,"No"
562500,141500,1143,97,"No"
562500,142500,1095,71,"No"
562500,143500,1069,88,"No"
562500,144500,980,75,"No"
562500,145500,1294,50,"No"
562500,146500,1415,52,"Yes"
562500,147500,1572,67,"No"
562500,148500,1429,49,"No"
562500,149500,1248,83,"No"
562500,150500,1144,59,"Yes"
562500,151500,1213,46,"Yes"
562500,152500,1072,55,"Yes"
562500,153500,1091,40,"No"
562500,154500,1296,64,"No"
562500,155500,1450,36,"No"
562500,156500,1313,27,"No"
562500,157500,1160,63,"Yes"
562500,158500,1094,49,"No"
562500,159500,963,39,"No"
562500,160500,863,10,"Yes"
562500,161500,849,15,"Yes"
562500,162500,860,56,"No"
562500,163500,845,25,"No"
562500,164500,833,1,"No"
562500,165500,810,2,"No"
562500,166500,800,9,"No"
562500,167500,800,45,"Yes"
562500,168500,756,14,"No"
562500,169500,758,12,"No"
562500,170500,822,37,"Yes"
562500,171500,797,12,"No"
562500,172500,716,10,"Yes"
562500,173500,694,0,"No"
562500,174500,740,14,"No"
562500,175500,795,84,"No"
562500,176500,758,39,"No"
562500,177500,722,32,"No"
562500,178500,720,0,"No"
562500,179500,711,0,"Yes"
562500,180500,666,0,"No"
562500,181500,589,39,"No"
562500,182500,528,32,"No"
562500,183500,534,25,"No"
562500,184500,489,0,"No"
562500,185500,482,0,"No"
562500,186500,448,0,"No"
562500,187500,446,0,"Yes"
562500,188500,445,0,"Yes"
562500,189500,443,0,"Yes"
562500,190500,442,0,"Yes"
562500,191500,459,1,"Yes"
562500,192500,478,13,"No"
562500,193500,490,1,"No"
562500,194500,489,3,"No"
562500,195500,461,25,"No"
562500,196500,429,7,"Yes"
562500,197500,429,0,"Yes"
562500,198500,429,0,"Yes"
562500,199500,429,0,"Yes"
562500,200500,429,0,"Yes"
562500,201500,429,0,"Yes"
562500,202500,429,0,"Yes"
562500,203500,429,0,"Yes"
562500,204500,429,0,"Yes"
562500,205500,485,17,"Yes"
562500,206500,647,92,"No"
562500,207500,926,90,"No"
562500,208500,1123,63,"No"
562500,209500,898,75,"No"
562500,210500,767,3,"No"
562500,211500,729,0,"Yes"
562500,212500,725,0,"Yes"
562500,213500,746,39,"No"
562500,214500,1015,43,"No"
562500,215500,1011,34,"No"
562500,216500,1122,68,"No"
562500,217500,1177,13,"No"
562500,218500,1125,43,"No"
562500,219500,947,42,"No"
562500,220500,855,26,"No"
562500,221500,1182,29,"No"
562500,222500,1178,7,"No"
562500,223500,1096,28,"No"
562500,224500,1035,7,"No"
562500,225500,1014,21,"Yes"
562500,226500,1081,29,"No"
562500,227500,1070,27,"No"
562500,228500,1005,55,"No"
562500,229500,1002,5,"No"
562500,230500,884,80,"No"
562500,231500,689,67,"Yes"
562500,232500,569,6,"No"
562500,233500,516,4,"Yes"
562500,236500,534,19,"Yes"
562500,237500,587,37,"Yes"
562500,245500,755,36,"No"
562500,246500,706,50,"No"
562500,247500,584,23,"No"
562500,248500,566,41,"No"
562500,249500,551,1,"No"
562500,250500,563,3,"No"
562500,251500,583,4,"No"
562500,252500,596,10,"No"
562500,253500,597,23,"No"
563500,97500,2199,0,"No"
563500,98500,2096,0,"Yes"
563500,99500,1807,36,"Yes"
563500,100500,1501,66,"Yes"
563500,101500,1179,68,"Yes"
563500,102500,1134,57,"No"
563500,103500,1453,56,"Yes"
563500,104500,1916,36,"No"
563500,105500,2283,0,"No"
563500,106500,1926,24,"Yes"
563500,107500,2389,0,"No"
563500,108500,2329,0,"No"
563500,109500,2064,9,"Yes"
563500,110500,1950,4,"Yes"
563500,111500,2286,0,"No"
563500,112500,2279,0,"No"
563500,113500,1919,5,"No"
563500,114500,2078,9,"Yes"
563500,115500,1474,50,"Yes"
563500,116500,1222,68,"Yes"
563500,117500,1430,54,"No"
563500,118500,1356,76,"No"
563500,119500,1125,62,"No"
563500,120500,821,52,"No"
563500,121500,456,33,"No"
563500,122500,400,0,"Yes"
563500,123500,400,3,"Yes"
563500,124500,390,23,"Yes"
563500,125500,390,2,"Yes"
563500,126500,350,5,"Yes"
563500,127500,390,0,"Yes"
563500,128500,392,7,"No"
563500,129500,401,0,"No"
563500,130500,413,2,"No"
563500,131500,528,19,"No"
563500,132500,767,59,"No"
563500,133500,975,48,"No"
563500,134500,1397,79,"No"
563500,135500,1544,28,"No"
563500,136500,1394,79,"No"
563500,137500,1478,90,"No"
563500,138500,1462,94,"No"
563500,139500,945,98,"No"
563500,140500,1048,62,"No"
563500,141500,1513,80,"No"
563500,142500,1350,64,"No"
563500,143500,1391,74,"Yes"
563500,144500,1156,68,"No"
563500,145500,1286,79,"Yes"
563500,146500,1438,66,"Yes"
563500,147500,1590,52,"No"
563500,148500,1580,46,"No"
563500,149500,1259,76,"Yes"
563500,150500,1345,40,"No"
563500,151500,1219,51,"No"
563500,152500,1109,85,"No"
563500,153500,1207,62,"No"
563500,154500,1347,53,"No"
563500,155500,1453,31,"No"
563500,156500,1424,66,"Yes"
563500,157500,1312,74,"No"
563500,158500,1350,51,"No"
563500,159500,1163,100,"No"
563500,160500,976,55,"Yes"
563500,161500,863,22,"No"
563500,162500,845,8,"Yes"
563500,163500,850,0,"No"
563500,164500,827,0,"No"
563500,165500,808,0,"No"
563500,166500,840,0,"No"
563500,167500,898,7,"No"
563500,168500,858,7,"No"
563500,169500,786,6,"No"
563500,170500,755,14,"Yes"
563500,171500,739,29,"No"
563500,172500,718,4,"No"
563500,173500,693,17,"Yes"
563500,174500,650,0,"Yes"
563500,175500,732,1,"No"
563500,176500,754,1,"No"
563500,177500,714,26,"No"
563500,178500,694,20,"Yes"
563500,179500,693,0,"No"
563500,180500,695,9,"No"
563500,181500,641,89,"No"
563500,182500,608,33,"No"
563500,183500,616,44,"No"
563500,184500,509,8,"No"
563500,185500,474,0,"No"
563500,186500,456,2,"Yes"
563500,187500,447,0,"No"
563500,188500,444,0,"No"
563500,189500,443,0,"Yes"
563500,190500,450,1,"Yes"
563500,191500,439,0,"Yes"
563500,192500,469,6,"No"
563500,193500,501,6,"No"
563500,194500,513,0,"No"
563500,195500,494,1,"No"
563500,196500,454,29,"No"
563500,197500,429,6,"Yes"
563500,198500,429,0,"Yes"
563500,199500,429,0,"Yes"
563500,200500,429,0,"Yes"
563500,201500,429,0,"Yes"
563500,202500,429,0,"Yes"
563500,203500,429,0,"Yes"
563500,204500,429,0,"Yes"
563500,205500,429,3,"Yes"
563500,206500,550,37,"No"
563500,207500,710,99,"No"
563500,208500,1057,64,"No"
563500,209500,1098,78,"No"
563500,210500,837,59,"No"
563500,211500,762,1,"No"
563500,212500,752,0,"No"
563500,213500,746,26,"No"
563500,214500,950,74,"No"
563500,215500,1003,44,"No"
563500,216500,999,48,"No"
563500,217500,1193,7,"No"
563500,218500,1216,28,"No"
563500,219500,1104,31,"No"
563500,220500,843,13,"No"
563500,221500,1039,42,"No"
563500,222500,1150,11,"No"
563500,223500,1142,34,"No"
563500,224500,1048,16,"No"
563500,225500,1019,4,"No"
563500,226500,1057,16,"No"
563500,227500,1128,18,"No"
563500,228500,1031,14,"No"
563500,229500,986,3,"No"
563500,230500,950,15,"No"
563500,231500,923,68,"No"
563500,232500,720,76,"Yes"
563500,233500,633,45,"Yes"
563500,234500,581,45,"No"
563500,235500,679,70,"Yes"
563500,236500,593,51,"No"
563500,237500,695,80,"No"
563500,238500,494,6,"No"
563500,245500,871,20,"No"
563500,246500,750,29,"No"
563500,247500,630,50,"No"
563500,248500,546,10,"No"
563500,249500,544,8,"No"
563500,250500,564,5,"No"
563500,251500,571,0,"No"
563500,252500,569,12,"No"
563500,253500,579,62,"No"
564500,94500,2934,0,"No"
564500,95500,2799,0,"No"
564500,96500,2603,0,"No"
564500,97500,2162,0,"Yes"
564500,98500,2016,7,"Yes"
564500,99500,1934,34,"No"
564500,100500,1880,68,"No"
564500,101500,1556,95,"No"
564500,102500,1221,71,"Yes"
564500,103500,1153,57,"Yes"
564500,104500,1507,28,"No"
564500,105500,1867,31,"No"
564500,106500,1688,8,"Yes"
564500,107500,2165,0,"No"
564500,108500,2408,0,"No"
564500,109500,2238,16,"No"
564500,110500,1844,29,"No"
564500,111500,2126,2,"No"
564500,112500,1628,43,"Yes"
564500,113500,1356,45,"Yes"
564500,114500,1637,32,"Yes"
564500,115500,1736,49,"No"
564500,116500,1101,92,"No"
564500,117500,1046,61,"No"
564500,118500,885,42,"No"
564500,119500,793,62,"No"
564500,120500,726,86,"No"
564500,121500,401,35,"No"
564500,122500,400,2,"Yes"
564500,123500,400,22,"Yes"
564500,124500,400,4,"Yes"
564500,125500,402,10,"Yes"
564500,126500,427,36,"Yes"
564500,127500,414,10,"No"
564500,128500,531,45,"No"
564500,129500,435,21,"No"
564500,130500,718,77,"No"
564500,131500,1023,96,"No"
564500,132500,1044,95,"No"
564500,133500,1162,65,"No"
564500,134500,1281,67,"No"
564500,135500,1671,33,"No"
564500,136500,1514,44,"Yes"
564500,137500,1415,64,"No"
564500,138500,1737,31,"No"
564500,139500,1297,84,"No"
564500,140500,1107,96,"Yes"
564500,141500,1400,17,"No"
564500,142500,1817,3,"No"
564500,143500,1713,10,"No"
564500,144500,1517,30,"No"
564500,145500,1581,28,"No"
564500,146500,1691,15,"No"
564500,147500,1560,5,"No"
564500,148500,1360,17,"Yes"
564500,149500,1354,27,"Yes"
564500,150500,1504,53,"No"
564500,151500,1293,65,"No"
564500,152500,1262,100,"No"
564500,153500,1188,52,"No"
564500,154500,1252,54,"No"
564500,155500,1287,74,"Yes"
564500,156500,1304,75,"No"
564500,157500,1288,72,"No"
564500,158500,1330,77,"No"
564500,159500,1296,85,"No"
564500,160500,1124,81,"Yes"
564500,161500,940,79,"No"
564500,162500,850,0,"Yes"
564500,163500,835,9,"No"
564500,164500,837,23,"No"
564500,165500,833,0,"No"
564500,166500,885,3,"No"
564500,167500,947,32,"No"
564500,168500,914,19,"No"
564500,169500,868,22,"No"
564500,170500,847,10,"No"
564500,171500,782,3,"No"
564500,172500,720,8,"No"
564500,173500,691,16,"No"
564500,174500,690,19,"No"
564500,175500,688,28,"No"
564500,176500,719,4,"No"
564500,177500,719,29,"No"
564500,178500,687,74,"No"
564500,179500,675,36,"No"
564500,180500,661,3,"No"
564500,181500,638,18,"No"
564500,182500,624,24,"No"
564500,183500,638,10,"No"
564500,184500,608,67,"No"
564500,185500,481,2,"Yes"
564500,186500,476,4,"Yes"
564500,187500,455,3,"No"
564500,188500,444,1,"No"
564500,189500,441,0,"Yes"
564500,190500,440,0,"Yes"
564500,191500,439,0,"Yes"
564500,192500,453,0,"No"
564500,193500,496,0,"No"
564500,194500,507,7,"No"
564500,195500,505,2,"No"
564500,196500,497,21,"No"
564500,197500,484,20,"Yes"
564500,198500,429,12,"Yes"
564500,199500,429,0,"Yes"
564500,200500,429,0,"Yes"
564500,201500,429,0,"Yes"
564500,202500,429,0,"Yes"
564500,203500,429,0,"Yes"
564500,204500,429,0,"Yes"
564500,205500,429,0,"Yes"
564500,206500,430,4,"Yes"
564500,207500,570,61,"No"
564500,208500,762,100,"No"
564500,209500,1105,75,"No"
564500,210500,1101,84,"No"
564500,211500,862,60,"No"
564500,212500,815,11,"No"
564500,213500,782,0,"No"
564500,214500,880,74,"No"
564500,215500,942,46,"No"
564500,216500,911,26,"No"
564500,217500,1193,40,"No"
564500,218500,1193,33,"No"
564500,219500,1122,21,"No"
564500,220500,900,49,"No"
564500,221500,873,52,"Yes"
564500,222500,1186,13,"No"
564500,223500,1207,42,"No"
564500,224500,1083,28,"No"
564500,225500,1044,26,"No"
564500,226500,1034,57,"No"
564500,227500,1114,23,"No"
564500,228500,1140,24,"No"
564500,229500,1000,13,"No"
564500,230500,975,1,"No"
564500,231500,1047,30,"No"
564500,232500,960,76,"No"
564500,233500,868,68,"No"
564500,234500,834,59,"No"
564500,235500,881,29,"No"
564500,236500,675,65,"No"
564500,237500,698,84,"No"
564500,238500,489,3,"No"
564500,245500,855,5,"No"
564500,246500,812,49,"No"
564500,247500,619,86,"No"
564500,248500,537,37,"No"
564500,249500,536,13,"No"
564500,250500,563,2,"No"
564500,251500,567,7,"No"
564500,252500,573,21,"No"
564500,253500,584,36,"No"
564500,254500,608,4,"No"
564500,255500,615,0,"No"
565500,94500,3031,0,"No"
565500,95500,2703,0,"No"
565500,96500,2454,0,"Yes"
565500,97500,2203,3,"No"
565500,98500,1617,56,"Yes"
565500,99500,1386,43,"Yes"
565500,100500,1367,67,"Yes"
565500,101500,1396,84,"Yes"
565500,102500,1770,91,"No"
565500,103500,1169,74,"Yes"
565500,104500,1120,78,"Yes"
565500,105500,1205,58,"No"
565500,106500,1415,69,"Yes"
565500,107500,1800,29,"No"
565500,108500,2096,5,"No"
565500,109500,1735,54,"No"
565500,110500,1689,24,"Yes"
565500,111500,2128,10,"No"
565500,112500,1791,85,"Yes"
565500,113500,1263,94,"Yes"
565500,114500,1188,76,"Yes"
565500,115500,1501,68,"No"
565500,116500,995,70,"No"
565500,117500,733,49,"No"
565500,118500,738,11,"No"
565500,119500,624,41,"No"
565500,120500,423,33,"Yes"
565500,121500,399,1,"Yes"
565500,122500,400,5,"Yes"
565500,123500,413,0,"No"
565500,124500,421,5,"Yes"
565500,125500,409,0,"No"
565500,126500,400,0,"No"
565500,127500,441,13,"No"
565500,128500,742,98,"No"
565500,129500,540,69,"Yes"
565500,130500,935,83,"No"
565500,131500,1260,45,"No"
565500,132500,1522,64,"No"
565500,133500,1455,61,"No"
565500,134500,1472,49,"Yes"
565500,135500,1883,13,"No"
565500,136500,1695,30,"Yes"
565500,137500,1505,47,"Yes"
565500,138500,1490,21,"No"
565500,139500,1703,21,"No"
565500,140500,1551,58,"No"
565500,141500,1574,16,"No"
565500,142500,1834,1,"No"
565500,143500,1714,2,"No"
565500,144500,1463,17,"No"
565500,145500,1472,19,"No"
565500,146500,1587,7,"No"
565500,147500,1649,3,"No"
565500,148500,1698,1,"No"
565500,149500,1581,11,"Yes"
565500,150500,1557,14,"No"
565500,151500,1375,38,"Yes"
565500,152500,1387,54,"No"
565500,153500,1497,23,"No"
565500,154500,1412,59,"Yes"
565500,155500,1313,73,"No"
565500,156500,1218,65,"Yes"
565500,157500,1125,82,"Yes"
565500,158500,1112,92,"No"
565500,159500,1217,70,"No"
565500,160500,1153,92,"No"
565500,161500,974,21,"No"
565500,162500,843,4,"No"
565500,163500,825,1,"No"
565500,164500,839,0,"Yes"
565500,165500,879,0,"No"
565500,166500,932,47,"No"
565500,167500,950,30,"No"
565500,168500,951,42,"No"
565500,169500,951,3,"No"
565500,170500,919,24,"No"
565500,171500,845,51,"No"
565500,172500,772,31,"No"
565500,173500,703,10,"No"
565500,174500,665,8,"No"
565500,175500,686,9,"No"
565500,176500,683,32,"Yes"
565500,177500,736,46,"No"
565500,178500,711,76,"No"
565500,179500,687,19,"No"
565500,180500,656,4,"No"
565500,181500,628,25,"No"
565500,182500,617,37,"Yes"
565500,183500,586,26,"No"
565500,184500,553,7,"No"
565500,185500,499,6,"No"
565500,186500,507,10,"No"
565500,187500,495,15,"No"
565500,188500,465,0,"No"
565500,189500,445,0,"Yes"
565500,190500,440,0,"Yes"
565500,191500,438,0,"Yes"
565500,192500,438,0,"Yes"
565500,193500,450,0,"Yes"
565500,194500,465,12,"No"
565500,195500,500,1,"No"
565500,196500,513,1,"No"
565500,197500,505,29,"No"
565500,198500,469,41,"Yes"
565500,199500,429,2,"Yes"
565500,200500,429,0,"Yes"
565500,201500,429,0,"Yes"
565500,202500,429,0,"Yes"
565500,203500,429,0,"Yes"
565500,204500,429,0,"Yes"
565500,205500,429,0,"Yes"
565500,206500,426,0,"Yes"
565500,207500,491,0,"No"
565500,208500,583,50,"No"
565500,209500,711,94,"No"
565500,210500,1034,85,"No"
565500,211500,1112,37,"No"
565500,212500,1128,76,"No"
565500,213500,952,70,"No"
565500,214500,875,58,"No"
565500,215500,913,40,"No"
565500,216500,895,4,"No"
565500,217500,1159,66,"No"
565500,218500,1170,31,"No"
565500,219500,1120,30,"No"
565500,220500,1058,69,"No"
565500,221500,811,41,"No"
565500,222500,1067,55,"No"
565500,223500,1234,14,"No"
565500,224500,1186,45,"No"
565500,225500,1069,56,"No"
565500,226500,1042,61,"No"
565500,227500,1043,21,"No"
565500,228500,1110,19,"No"
565500,229500,1081,53,"No"
565500,230500,966,13,"No"
565500,231500,966,24,"No"
565500,232500,972,30,"No"
565500,233500,959,18,"No"
565500,234500,931,38,"No"
565500,235500,898,17,"No"
565500,236500,791,63,"No"
565500,237500,695,54,"No"
565500,238500,576,43,"Yes"
565500,245500,868,2,"No"
565500,246500,850,57,"No"
565500,247500,647,91,"No"
565500,248500,533,7,"No"
565500,249500,511,4,"No"
565500,250500,543,5,"No"
565500,251500,571,48,"No"
565500,252500,574,39,"No"
565500,253500,575,95,"No"
565500,254500,588,64,"No"
565500,255500,592,6,"No"
565500,260500,405,0,"No"
566500,90500,3555,0,"No"
566500,91500,3582,0,"No"
566500,93500,3487,0,"No"
566500,94500,3146,0,"No"
566500,95500,2690,0,"No"
566500,96500,2233,0,"Yes"
566500,97500,1939,29,"Yes"
566500,98500,1661,47,"Yes"
566500,99500,1812,74,"No"
566500,100500,1623,68,"No"
566500,101500,1690,87,"No"
566500,102500,1986,47,"No"
566500,103500,1858,61,"No"
566500,104500,1217,82,"No"
566500,105500,870,84,"No"
566500,106500,1102,50,"No"
566500,107500,1335,60,"No"
566500,108500,1761,29,"No"
566500,109500,1601,70,"Yes"
566500,110500,1712,41,"No"
566500,111500,1811,54,"No"
566500,112500,1472,94,"No"
566500,113500,1161,100,"No"
566500,114500,838,81,"Yes"
566500,115500,692,66,"No"
566500,116500,441,23,"No"
566500,117500,426,4,"Yes"
566500,118500,415,8,"Yes"
566500,119500,457,32,"Yes"
566500,120500,449,14,"Yes"
566500,121500,417,3,"No"
566500,122500,412,1,"No"
566500,123500,449,25,"No"
566500,124500,447,4,"Yes"
566500,125500,466,18,"No"
566500,126500,554,62,"No"
566500,127500,635,68,"No"
566500,128500,788,78,"No"
566500,129500,752,83,"No"
566500,130500,716,79,"Yes"
566500,131500,1102,56,"No"
566500,132500,1427,35,"No"
566500,133500,1793,36,"No"
566500,134500,1908,6,"Yes"
566500,135500,2042,0,"No"
566500,136500,1929,12,"No"
566500,137500,1628,23,"Yes"
566500,138500,1502,21,"No"
566500,139500,1487,16,"No"
566500,140500,1831,10,"No"
566500,141500,1607,12,"No"
566500,142500,1569,7,"No"
566500,143500,1539,64,"No"
566500,144500,1278,75,"Yes"
566500,145500,1084,35,"No"
566500,146500,1174,35,"No"
566500,147500,1352,17,"No"
566500,148500,1479,3,"No"
566500,149500,1513,20,"No"
566500,150500,1768,1,"No"
566500,151500,1522,2,"Yes"
566500,152500,1456,34,"No"
566500,153500,1592,3,"No"
566500,154500,1713,13,"No"
566500,155500,1446,33,"No"
566500,156500,1377,78,"No"
566500,157500,1127,97,"Yes"
566500,158500,1056,96,"Yes"
566500,159500,1057,86,"Yes"
566500,160500,1068,37,"No"
566500,161500,934,23,"No"
566500,162500,859,1,"No"
566500,163500,804,2,"Yes"
566500,164500,875,3,"No"
566500,165500,944,37,"No"
566500,166500,956,49,"Yes"
566500,167500,960,59,"No"
566500,168500,990,51,"No"
566500,169500,981,1,"No"
566500,170500,952,27,"No"
566500,171500,869,15,"No"
566500,172500,802,1,"No"
566500,173500,751,0,"No"
566500,174500,697,7,"No"
566500,175500,656,23,"Yes"
566500,176500,685,6,"No"
566500,177500,722,3,"No"
566500,178500,710,4,"No"
566500,179500,692,2,"No"
566500,180500,674,3,"No"
566500,181500,653,14,"No"
566500,182500,609,61,"Yes"
566500,183500,575,75,"No"
566500,184500,555,62,"No"
566500,185500,576,3,"No"
566500,186500,539,2,"Yes"
566500,187500,554,32,"No"
566500,188500,503,5,"No"
566500,189500,456,0,"No"
566500,190500,440,0,"Yes"
566500,191500,439,0,"Yes"
566500,192500,436,0,"Yes"
566500,193500,435,5,"Yes"
566500,194500,434,0,"Yes"
566500,195500,452,3,"No"
566500,196500,510,16,"No"
566500,197500,552,85,"No"
566500,198500,478,51,"No"
566500,199500,446,44,"Yes"
566500,200500,429,2,"Yes"
566500,201500,429,0,"Yes"
566500,202500,429,0,"Yes"
566500,203500,429,0,"Yes"
566500,204500,429,0,"Yes"
566500,205500,429,0,"Yes"
566500,206500,434,17,"Yes"
566500,207500,445,8,"Yes"
566500,208500,549,69,"No"
566500,209500,604,42,"No"
566500,210500,673,63,"No"
566500,211500,981,92,"No"
566500,212500,1098,75,"No"
566500,213500,1229,80,"No"
566500,214500,1215,65,"No"
566500,215500,1132,58,"No"
566500,216500,1050,72,"No"
566500,217500,1054,79,"No"
566500,218500,1108,27,"No"
566500,219500,1125,57,"No"
566500,220500,1099,18,"No"
566500,221500,857,58,"Yes"
566500,222500,811,22,"No"
566500,223500,1165,59,"No"
566500,224500,1236,26,"No"
566500,225500,1175,47,"No"
566500,226500,1072,55,"No"
566500,227500,1028,63,"No"
566500,228500,1034,9,"No"
566500,229500,1075,40,"No"
566500,230500,1002,34,"No"
566500,231500,983,15,"No"
566500,232500,975,21,"No"
566500,233500,997,2,"No"
566500,234500,993,14,"No"
566500,235500,983,51,"Yes"
566500,236500,909,72,"No"
566500,237500,740,55,"No"
566500,238500,580,47,"No"
566500,246500,795,95,"No"
566500,247500,669,82,"No"
566500,248500,541,24,"No"
566500,249500,502,15,"No"
566500,250500,539,0,"No"
566500,251500,576,3,"No"
566500,252500,587,51,"No"
566500,253500,558,18,"No"
566500,254500,560,8,"No"
566500,255500,558,5,"No"
566500,256500,538,1,"No"
566500,257500,519,33,"No"
566500,258500,480,88,"No"
566500,259500,432,23,"No"
566500,260500,399,0,"No"
567500,89500,3776,0,"No"
567500,90500,3369,0,"No"
567500,91500,3268,0,"No"
567500,92500,3319,0,"No"
567500,93500,3271,0,"No"
567500,94500,3171,0,"No"
567500,95500,2767,0,"No"
567500,96500,2145,9,"Yes"
567500,97500,1838,20,"Yes"
567500,98500,2307,12,"No"
567500,99500,2277,0,"No"
567500,100500,1801,56,"No"
567500,101500,1364,62,"No"
567500,102500,1442,72,"No"
567500,103500,1663,56,"No"
567500,104500,1736,82,"No"
567500,105500,1357,95,"No"
567500,106500,809,70,"Yes"
567500,107500,964,51,"Yes"
567500,108500,1157,56,"No"
567500,109500,1259,89,"No"
567500,110500,1260,85,"No"
567500,111500,1057,92,"No"
567500,112500,840,99,"No"
567500,113500,646,76,"No"
567500,114500,534,44,"No"
567500,115500,505,76,"Yes"
567500,116500,438,30,"Yes"
567500,117500,483,51,"Yes"
567500,118500,473,44,"Yes"
567500,119500,495,3,"No"
567500,120500,535,10,"No"
567500,121500,438,18,"No"
567500,122500,453,12,"Yes"
567500,123500,588,81,"No"
567500,124500,500,20,"Yes"
567500,125500,662,32,"No"
567500,126500,808,35,"No"
567500,127500,1085,82,"No"
567500,128500,975,73,"No"
567500,129500,950,59,"No"
567500,130500,696,93,"No"
567500,131500,1035,81,"No"
567500,132500,1270,11,"No"
567500,133500,1442,28,"No"
567500,134500,1695,33,"No"
567500,135500,1877,1,"Yes"
567500,136500,2079,0,"No"
567500,137500,1889,17,"No"
567500,138500,1491,44,"Yes"
567500,139500,1389,37,"Yes"
567500,140500,1611,18,"Yes"
567500,141500,1729,13,"No"
567500,142500,1345,55,"No"
567500,143500,1295,87,"No"
567500,144500,1131,76,"No"
567500,145500,1199,67,"No"
567500,146500,1023,35,"Yes"
567500,147500,979,35,"No"
567500,148500,1146,40,"No"
567500,149500,1270,28,"No"
567500,150500,1539,2,"No"
567500,151500,1675,2,"No"
567500,152500,1304,25,"Yes"
567500,153500,1343,31,"Yes"
567500,154500,1656,4,"No"
567500,155500,1809,5,"No"
567500,156500,1327,55,"No"
567500,157500,1232,93,"No"
567500,158500,1206,96,"No"
567500,159500,1038,87,"Yes"
567500,160500,968,58,"Yes"
567500,161500,898,29,"Yes"
567500,162500,848,0,"No"
567500,163500,793,1,"Yes"
567500,164500,906,5,"No"
567500,165500,1019,59,"No"
567500,166500,973,69,"No"
567500,167500,953,47,"Yes"
567500,168500,1038,77,"No"
567500,169500,1040,36,"No"
567500,170500,1031,62,"No"
567500,171500,929,24,"No"
567500,172500,803,7,"Yes"
567500,173500,758,2,"No"
567500,174500,710,31,"No"
567500,175500,652,20,"Yes"
567500,176500,689,0,"No"
567500,177500,733,0,"No"
567500,178500,714,5,"Yes"
567500,179500,747,2,"No"
567500,180500,735,19,"No"
567500,181500,652,3,"No"
567500,182500,611,36,"No"
567500,183500,596,52,"No"
567500,184500,591,68,"No"
567500,185500,583,56,"No"
567500,186500,554,4,"Yes"
567500,187500,611,47,"No"
567500,188500,580,8,"No"
567500,189500,499,19,"No"
567500,190500,446,0,"Yes"
567500,191500,438,1,"Yes"
567500,192500,436,0,"Yes"
567500,193500,435,3,"Yes"
567500,194500,434,0,"Yes"
567500,195500,433,0,"Yes"
567500,196500,501,6,"No"
567500,197500,549,21,"No"
567500,198500,507,62,"No"
567500,199500,463,9,"No"
567500,200500,431,24,"Yes"
567500,201500,429,0,"Yes"
567500,202500,429,0,"Yes"
567500,203500,429,0,"Yes"
567500,204500,429,0,"Yes"
567500,205500,429,7,"Yes"
567500,206500,447,10,"Yes"
567500,207500,465,2,"No"
567500,208500,451,17,"No"
567500,209500,523,54,"Yes"
567500,210500,624,50,"No"
567500,211500,778,60,"No"
567500,212500,905,40,"No"
567500,213500,1050,73,"No"
567500,214500,1151,75,"No"
567500,215500,1202,59,"No"
567500,216500,1226,37,"No"
567500,217500,1223,87,"No"
567500,218500,1171,56,"No"
567500,219500,1149,27,"No"
567500,220500,1146,29,"No"
567500,221500,991,57,"No"
567500,222500,770,0,"No"
567500,223500,897,76,"No"
567500,224500,1186,55,"No"
567500,225500,1228,7,"No"
567500,226500,1166,25,"No"
567500,227500,1037,49,"No"
567500,228500,1016,19,"No"
567500,229500,1039,5,"No"
567500,230500,1049,24,"No"
567500,231500,1001,14,"No"
567500,232500,990,33,"No"
567500,233500,970,22,"No"
567500,234500,977,1,"No"
567500,235500,977,33,"No"
567500,236500,959,44,"No"
567500,237500,868,68,"No"
567500,238500,634,89,"Yes"
567500,239500,540,28,"Yes"
567500,240500,824,0,"No"
567500,241500,864,3,"No"
567500,246500,888,25,"No"
567500,247500,724,95,"No"
567500,248500,554,74,"No"
567500,249500,489,11,"No"
567500,250500,526,2,"No"
567500,251500,544,20,"No"
567500,252500,604,78,"No"
567500,253500,600,12,"No"
567500,254500,583,0,"No"
567500,255500,560,3,"No"
567500,256500,526,52,"No"
567500,257500,523,34,"No"
567500,258500,505,62,"No"
567500,259500,424,22,"No"
567500,260500,389,2,"No"
567500,261500,370,0,"Yes"
568500,87500,3617,0,"No"
568500,88500,3576,0,"No"
568500,89500,3483,0,"No"
568500,90500,3105,0,"No"
568500,91500,3043,0,"No"
